Date,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,ADA-USD,BTC-USD,XRP-USD
2019-05-21,0.0154073486188976,0.0116023032776273,0.0104050597004232,0.0117917937091593,0.0122860068950738,-0.0020828471121238,0.0083218746255351,0.0018688732701424,0.0093890214122749,0.0069511137574449,-0.0027225773978567,-0.0018777719888342,-0.0010050345326182
2019-05-22,-0.0069470656378222,-0.0154990231142109,-0.0058845419781622,-0.0082111603370873,-0.0052016175653277,0.004522548996265,0.0046765927954712,0.0074613943362236,0.0057154586143097,-0.0102682758428157,-0.0787311832482612,-0.0355707115656823,-0.0527309731861326
2019-05-23,-0.0152797920096801,-0.0335327824105667,-0.0140584954433109,-0.0152222349748755,-0.0175628773390352,-0.0003462868363673,0.0049288401718505,0.0085843446497091,-0.003454415824686,-0.0123802108683471,0.0350842970280926,0.0262732459283545,0.0121257262217493
2019-05-24,0.0056084738704975,0.0037464766935122,0.0078800495974757,0.0004066129358066,0.000272963328338,-0.0036376919960985,0.0013625493403008,-0.0015021111427309,0.0014538349524755,0.0013243313480293,0.0022183691491841,0.0133883475068985,0.0087538319660787
2019-05-28,-0.0100389974117366,-0.0103863564751304,-0.0115414046863434,-0.0092162547758735,-0.0028648386518654,-0.0163422500188843,-0.010340212473398,-0.0163796113446645,-0.0142921521619798,-0.0066119789904652,0.1477203953214532,0.091718574065005,0.1612519670729142
2019-05-29,0.0001875698525288,-0.0063952214412592,-0.0018831772993677,-0.0045143447141671,-0.0058830305641383,-0.0072461839711766,-0.0115480785992319,-0.0132539119517457,-0.009628431146344,-0.0088747459885029,-0.0209879768022553,-0.0069351919160878,-0.0063509021604679
2019-05-30,0.001689816522294,-0.0127085433362301,-0.0033963715303702,0.0038477334946265,0.0061932486333697,0.0042724870386814,0.0061195395204041,-0.0015498088767212,0.0054900926855809,0.0065367389109995,-0.0699593849177299,-0.0392649860752662,-0.0480446098871494
2019-05-31,-0.0112462256179964,-0.0175524633712719,-0.015145523450625,-0.0136892164509822,-0.0166869433767823,-0.0141816874748244,0.0082945197581156,0.0046567218808892,-0.0071664977861185,-0.0130773469678089,0.0583481592631058,0.0306545026845432,0.0383030000795867
2019-06-03,0.0314690471865302,0.0127613597758657,0.006535944504755,0.0068006768035413,-0.017527164602645,0.0125876372457807,0.0038383434152966,0.0099568114996322,0.0024061397572097,-0.008382926137928,-0.0081953802919015,-0.0426271797400769,-0.0292082801008228
2019-06-04,0.0281199469425781,0.0173052394755037,0.0271198396168226,0.0238492107124672,0.0334138272970838,0.0090569531797863,-0.0054628460028741,0.0008500194726961,0.0165733771889526,0.0270884232343737,-0.0701401775514007,-0.0610579143900715,-0.058945761136095
2019-06-05,0.0073292579016641,-0.0110648729592939,0.0063219712176052,0.0096938749062707,0.0130153379615236,0.0114397325548314,0.0227960051569253,0.0213993822322693,0.0075331492590076,0.004956234353235,0.0115413269378132,0.0151094848663473,0.0051539129944508
2019-06-06,0.0118899134016245,0.0185367316952151,0.003695527353656,0.0017340446298019,0.0116309083286638,0.0104402182009677,0.0018796745071212,0.0061523281277924,0.0051332491464384,0.0051077650401214,0.0004074522234813,-0.0002822012395636,0.0417348826842365
2019-06-07,0.0089445163640424,0.0045908760699335,-0.0014727212867327,0.0079871748849147,0.0185831297130132,0.009643436991112,0.0032163588855382,-0.0074367243731517,0.0104364881753333,0.0144571802867619,0.0279735066660877,0.0283721643316796,0.0085570330826103
