Date,Adj Close,Close,High,Low,Open,Volume
2017-11-09,326.00799560546875,326.00799560546875,337.22601318359375,311.8190002441406,315.47698974609375,110840000
2017-11-10,329.5710144042969,329.5710144042969,353.3580017089844,308.4590148925781,325.2659912109375,116352000
2017-11-11,346.0559997558594,346.0559997558594,349.0799865722656,321.0409851074219,331.4280090332031,88651000
2017-11-12,536.1160278320312,536.1160278320312,536.1160278320312,327.79901123046875,345.67999267578125,476198016
2017-11-13,427.37298583984375,427.37298583984375,530.9409790039062,403.5010070800781,507.04901123046875,310886016
2017-11-14,427.5409851074219,427.5409851074219,447.9219970703125,408.9549865722656,428.30999755859375,123854000
2017-11-15,424.4129943847656,424.4129943847656,444.3819885253906,418.47198486328125,428.0799865722656,103157000
2017-11-16,418.1820068359375,418.1820068359375,427.8479919433594,412.83599853515625,424.50799560546875,97321296
2017-11-17,424.9830017089844,424.9830017089844,436.0159912109375,412.4530029296875,420.5889892578125,95099296
2017-11-18,454.74200439453125,454.74200439453125,483.09698486328125,423.2449951171875,424.35101318359375,145255008
2017-11-19,442.3110046386719,442.3110046386719,455.6600036621094,431.7919921875,455.3590087890625,82954600
2017-11-20,486.5350036621094,486.5350036621094,502.531005859375,438.4200134277344,442.0260009765625,104701000
2017-11-21,494.2130126953125,494.2130126953125,519.4180297851562,454.4840087890625,500.2380065917969,245163008
2017-11-22,578.8460083007812,578.8460083007812,594.5289916992188,494.29400634765625,494.7619934082031,381958016
2017-11-23,566.6790161132812,566.6790161132812,583.7329711914062,557.1220092773438,577.2509765625,173698000
2017-11-24,566.635009765625,566.635009765625,573.1950073242188,553.5750122070312,564.3369750976562,129105000
2017-11-25,643.572021484375,643.572021484375,656.135009765625,566.9559936523438,566.9559936523438,242807008
2017-11-26,621.6229858398438,621.6229858398438,646.2830200195312,617.739013671875,641.4569702148438,145500000
2017-11-27,632.2960205078125,632.2960205078125,638.948974609375,611.7899780273438,621.14697265625,134862000
2017-11-28,626.4210205078125,626.4210205078125,637.0560302734375,616.3079833984375,632.4439697265625,149795008
2017-11-29,677.39501953125,677.39501953125,815.0079956054688,625.364990234375,626.2620239257812,415879008
2017-11-30,786.9290161132812,786.9290161132812,826.9500122070312,670.9879760742188,681.1270141601562,498872000
2017-12-01,797.531005859375,797.531005859375,806.3720092773438,756.4840087890625,787.469970703125,286044000
2017-12-02,778.4340209960938,778.4340209960938,802.1209716796875,769.385986328125,797.9019775390625,188147008
2017-12-03,768.8759765625,768.8759765625,806.7000122070312,744.3920288085938,778.781005859375,192447008
2017-12-04,774.0130004882812,774.0130004882812,778.051025390625,738.593017578125,770.5689697265625,152280992
2017-12-05,756.3590087890625,756.3590087890625,779.9819946289062,754.27197265625,774.7069702148438,201103008
2017-12-06,700.072998046875,700.072998046875,785.1829833984375,692.0189819335938,756.010009765625,249072992
2017-12-07,697.9010009765625,697.9010009765625,714.5059814453125,667.8289794921875,699.9849853515625,249304992
2017-12-08,726.6680297851562,726.6680297851562,766.0380249023438,659.8569946289062,700.6840209960938,288291008
2017-12-09,723.6119995117188,723.6119995117188,774.6510009765625,707.3209838867188,727.6380004882812,211738000
2017-12-10,688.666015625,688.666015625,723.8289794921875,645.1640014648438,723.2329711914062,190183008
2017-12-11,765.39697265625,765.39697265625,768.9349975585938,688.155029296875,688.5490112304688,184131008
2017-12-12,932.0349731445312,932.0349731445312,948.6480102539062,746.93701171875,765.9639892578125,370539008
