Date,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,ADA-USD,BTC-USD,XRP-USD
2020-10-06,-0.012556191051817,-0.0149057718582251,-0.0101213459250397,-0.0121734315140261,-0.0154944277649313,-0.0065086016584078,-0.0084630126832978,0.0084623169510718,-0.0132643664274546,-0.0185051508026278,-0.0485524361421902,-0.017504646058134,-0.0218286908203766
2020-10-07,0.0257455999294535,0.0141222751173943,0.0167688873045284,0.0220796799049718,0.0183326537043442,0.0107628617973372,0.0027531422366728,0.0061318167737753,0.0188771240566489,0.0228553234920798,0.0106887347540181,0.0060882710901424,0.0130349096568409
2020-10-08,0.0101010516044681,0.0374669550374548,0.0136766946790278,0.0099220597464464,0.0051800797764041,0.0066357607361702,0.0167491023997019,0.0182839637514544,0.0048654759034596,0.0065640201851295,0.0250746189937536,0.0231247089251245,0.0117285212633482
2020-10-09,0.0077271050391021,-0.015979425368266,0.0011903846254126,0.0037309297101322,0.0152909277325739,0.0078185030368798,-0.0027004728218648,-0.000157572062174,0.0090326928845112,0.0104078845472563,0.060040357053221,0.0136292365970629,0.0081009591110809
2020-10-12,-0.0016535003302839,0.0025982378643685,0.0110977791746291,0.0056992933358999,0.02729240649631,0.0115606392376212,0.0051446614871943,0.0063012219679456,0.0068290563394524,0.0132992564740881,0.0795584577996342,0.0443677650627691,0.0116571772003095
2020-10-13,-0.0088857535398795,-0.0155490996982361,-0.0192080485995091,-0.0110879911296071,-0.0063988066995218,-0.0007518024107512,-0.0169717677896993,-0.0068880025739228,-0.0076078289796177,-0.0001929180239236,-0.0107421105970522,-0.0112037903124665,-0.0004796104545085
2020-10-14,0.0028870919294103,0.004277783102683,-0.0095923279102446,0.0056060554580747,-0.0052988166239896,-0.0051167659641121,-0.0115099742684949,-0.0012609573716197,-0.0058186486918313,-0.0110682738298465,-0.0142854131194067,0.0003157232305546,-0.0268216589369351
2020-10-15,-0.0028787806251012,0.0121230853263167,0.0076674648413297,0.0035930171720901,-0.0045073840807586,0.0006051438768028,0.004712950898609,-0.000631308784239,-0.0072464593315685,0.0037092313500348,-0.0061698502065113,0.0057607711673501,-0.0140630574166147
2020-10-16,0.0069899369460277,-0.0226609121407199,0.000800817410999,0.0072827484710376,-0.0028813756924073,0.0003023248841247,-0.0035872395841188,0.0107390971943517,0.00991942428642,-0.0090762701550821,-0.0241102290497262,-0.0150692730875036,-0.0223509541553905
2020-10-19,-0.0116191588914649,-0.0211991517489334,-0.0152061492081669,-0.0123774219430612,-0.0183289558654575,-0.0129968095438925,-0.0157850120460247,-0.0084373744187234,-0.0158449325634318,-0.0122995317986814,0.0443284618844361,0.0370879260684151,0.0229617800901433
2020-10-20,0.0022899707729986,0.011844218095758,0.0081269896148736,0.005211837536833,0.0034482108810505,-0.001071908799697,0.0067527797313011,0.0059879139013003,0.0013181289661474,0.0080146843212054,-0.0568933484524597,0.0148439193249814,-0.0097209773320776
2020-10-21,-0.0038078350654524,-0.0190635615165032,-0.005239916784997,-0.01012214264544,-0.0015085288117894,0.0009198205544427,-0.0036330533058426,-0.0026628888897006,-0.0049834580609958,-0.0054539377074254,0.0360313719059011,0.0761437552034132,0.0330167668273166
2020-10-22,0.0055044589919763,0.0412548675445008,0.019854107484458,0.0082300565345072,-0.0047008357953859,-0.0004596174298195,-0.0070126400096358,0.0141353556078152,0.0151198386272113,0.0020480920268941,0.0412950918799917,0.011089019970212,0.0206347469168395
2020-10-23,0.0036495295903644,-0.0049116488675092,0.0031784695478245,0.0039581016492709,-0.0010963553785688,0.0018385359498511,0.0064971764497347,0.0027876530851029,0.0037236396480491,0.0087696990609953,-0.0225102240638811,-0.0026494544392426,-0.0075075899270429
2020-10-26,-0.0250001016938439,-0.0358672427394917,-0.0225743135257715,-0.0250093799924959,-0.0216987826537367,-0.0128459391403631,-0.0120685827444512,-0.0003088781864487,-0.0111294767831354,-0.0192171655200696,-0.0461312411441507,0.0111130611507597,-0.0242899587480356
2020-10-27,-0.0094794237428473,-0.0129692445966004,-0.0182333198725265,-0.0218598851230893,0.0050056997310075,-0.0026335568439388,-0.0127842108976784,-0.0007725007871153,-0.0068467795992813,-0.0004665266841717,-0.002618908331704,0.0442799020752324,0.0169328382977007
2020-10-28,-0.0282396594851712,-0.0418395084541106,-0.0255879289370419,-0.0328120114311095,-0.0424216515048093,-0.0292016939344348,-0.022158159679732,-0.0290661742775013,-0.0317311568897225,-0.0316040058327828,-0.0374415105462521,-0.0280450753544577,-0.0278134317682006
2020-10-29,0.0206652106247362,0.0306748332317323,0.0076237362438587,0.0145583286651869,0.0166800339379642,-0.0003199806885991,0.0114774130800636,0.0027070567196341,-0.0081924777007669,0.0063344442113173,-0.0363821870774205,0.0125532421531566,-0.014520184917066
2020-10-30,-0.0006326820662857,0.0056022237552078,0.0029423593765911,-0.0011848502026844,-0.0221398657460308,-0.0035212533420841,-0.0064009242521145,-0.0093695453761253,-0.0002952847126579,-0.0218254699405895,-0.0210430312901569,0.0080845807299676,-0.0128396787678731
2020-11-02,0.0332384711826472,0.0341226148844084,0.0188598598777769,0.0270198416464133,0.0025256847334846,0.0159011572423417,0.0245973673988992,0.0219621552947362,0.0180012383422314,0.0071341590023237,-0.0131307017561359,0.0002928276896478,-0.0157326787182672
2020-11-03,0.0156249752847466,-0.0057238880190801,0.0222133219796116,0.0295174399217967,0.0176355359947468,0.0164427677055369,0.0157187287201185,0.0144314770623514,0.0145908261336691,0.0220156028708546,0.0140108240943959,0.02950532012761,0.0173688745170843
2020-11-04,-0.0170437024240637,0.001354550476202,-0.0116699496318232,-0.010346587144005,0.0389035404897708,0.0004666403254498,0.0028136889801426,-0.0149993898288374,0.0443811346894849,0.0212694279142553,0.0207098617048653,0.0131471179636863,-0.0071688079892269
2020-11-05,0.0408162812607246,0.0,0.0244296768670517,0.0235547220785721,0.0310637769574069,0.0073072007055836,0.0036477534935017,0.0089483374190071,0.0020058933898421,0.0194955517599102,0.0170390159974709,0.1023186343374065,0.0335712116630022
2020-11-06,0.0025062719212782,-0.0216434904189787,-0.007949006104934,0.0009844077012146,0.0035493188808681,0.004630260717404,-0.0039139453993767,-0.0021782951738495,0.0003642195716528,-0.0030023183941697,0.1248634039707441,-0.0008965281862933,0.0515469255380884
2020-11-09,0.0224998130720095,0.1427583936800522,0.0821315230684478,0.0340547518893166,-0.0072380307671302,-0.0023043949988124,0.0263822220629534,0.0185559292688943,0.0093703282122123,-0.0032730106109956,-0.034645524649468,-0.0150049606442175,-0.0297819124247936
2020-11-10,0.0117936417435537,0.0323654964765525,0.0051832471916697,0.0175958569463738,-0.0186412509267026,0.0197105508206045,0.0054689415451534,0.014390858477856,0.0028843391840061,-0.0035465790390962,0.004557357339683,-0.0027010327388199,0.0126141782688653
2020-11-12,-0.0356788073637958,-0.0421917443816151,-0.020626078702171,-0.0197450928176694,0.0146052838758476,0.005889391185746,-0.0027198055620267,-0.0123756649343187,-0.0049430861140974,-0.0047456373072548,-0.0120977484043799,0.0644462559564242,0.0039068813389548
