,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,ADA-USD,BTC-USD,XRP-USD
0,75.765625,76.96346282958984,31.311384201049805,96.7947769165039,137.741455078125,68.85502624511719,34.934547424316406,62.672550201416016,122.96371459960938,138.7422332763672,0.3443079888820648,24746.07421875,0.3742789924144745
1,73.31002807617188,72.83050537109375,30.476926803588867,94.41089630126952,137.8203582763672,69.30374145507812,34.953407287597656,63.52370071411133,122.85674285888672,138.53536987304688,0.3246369957923889,24375.960937500004,0.3605580031871795
2,74.15111541748047,73.6213150024414,31.05910301208496,95.62715911865234,141.68649291992188,69.35147857666016,34.953407287597656,63.94926834106445,124.00438690185548,141.03753662109375,0.3253830075263977,25052.789062500004,0.3660250008106231
3,73.00067901611328,72.46334075927734,30.059701919555664,94.06061553955078,141.4892578125,68.84547424316406,34.15214538574219,63.334564208984375,122.40933990478516,139.2347869873047,0.3505240082740783,27423.9296875,0.3803820013999939
4,74.50276947021484,73.91402435302734,30.394165039062504,95.30628967285156,141.87078857421875,69.79999542236328,34.51860046386719,63.82994842529297,123.96080780029295,139.83753967285156,0.3325949907302856,27767.236328125004,0.3746280074119568
5,75.40576934814453,76.47296142578125,31.16449928283691,96.41028594970705,143.0173797607422,69.742431640625,34.319236755371094,62.543827056884766,124.7126235961914,143.7010498046875,0.37123599648475647,28175.816406250004,0.4697099924087524
6,74.0658187866211,74.84628295898438,30.442916870117188,94.5637664794922,141.59400939941406,69.09968566894531,33.06608963012695,61.31485748291016,122.8282241821289,140.4995574951172,0.3606129884719848,27307.437500000004,0.4224799871444702
7,73.97844696044922,73.80937957763672,30.238147735595703,94.29020690917967,143.8970947265625,68.83108520507812,32.86671829223633,60.68609237670899,122.59388732910156,140.351318359375,0.3720450103282928,28333.97265625,0.4448499977588653
8,74.58043670654297,74.09477233886717,30.218647003173828,94.68101501464844,144.27272033691406,70.00144958496094,33.711647033691406,62.58193588256836,124.29279327392578,139.8968048095703,0.3600830137729645,27493.285156250004,0.42590200901031494
9,75.13389587402344,75.67388916015625,30.637941360473633,95.47238159179688,143.15576171875,70.3755874633789,33.59772491455078,62.65814208984375,124.80049896240236,140.183349609375,0.3455100059509277,27139.888671875004,0.47999098896980275
10,75.49314880371094,76.84394836425781,30.62818908691406,95.9608917236328,142.48361206054688,70.50029754638672,33.483802795410156,62.829627990722656,124.04869079589844,140.01536560058594,0.3683539927005767,27268.130859375004,0.5150579810142517
11,76.54180908203125,77.90939331054688,31.076740264892575,97.35799407958984,145.4687042236328,70.89362335205078,34.2812614440918,63.74422073364258,124.39041900634766,142.6734161376953,0.38158899545669545,28348.441406250004,0.5435770153999329
12,77.06613159179688,78.25184631347656,31.008483886718746,97.56315612792967,147.158935546875,71.0950698852539,34.72745895385742,64.0204849243164,125.06412506103516,143.91842651367188,0.376459002494812,28033.562500000004,0.5342490077018738
13,78.31868743896484,78.7940673828125,31.349773406982425,98.85279083251952,149.2643280029297,71.67066955566406,35.48694610595703,64.4873046875,126.40177154541016,147.7621612548828,0.3989230096340179,28478.484375000004,0.5384920239448547
