Expiry,1,2,3,5,10
1,0.03260557280419687,0.034217700879634584,0.035295278648787516,0.03712961078820297,0.042346856182160136
5,0.03993698650753496,0.04110089508047933,0.04139097721129756,0.04298308980797073,0.047463641865399316
10,0.042916999986379364,0.04424517511471101,0.045611564291566806,0.048512064431793664,0.05883607099865947
