,1,2,3,5,10
1,0.033014030759945696,0.03531803528387061,0.03798680645740711,0.04371446298414067,0.11465772790703657
5,0.04039404387385469,0.04229144200664048,0.044241113359757646,0.05018216073317461,0.1341099196302083
10,0.04342063574567691,0.04555588830599449,0.048882500519726764,0.057191655070895527,0.18238768280328516
