Date,Adj Close
31/10/22,152.041122
1/11/22,149.373917
2/11/22,143.801514
3/11/22,137.703613
4/11/22,137.435455
7/11/22,137.971741
8/11/22,138.547806
9/11/22,133.949402
10/11/22,145.867508
11/11/22,148.678192
14/11/22,147.267883
15/11/22,149.015854
16/11/22,147.774384
17/11/22,149.691223
18/11/22,150.257339
21/11/22,146.999725
22/11/22,149.154907
23/11/22,150.038849
25/11/22,147.099045
28/11/22,143.235596
29/11/22,140.206406
30/11/22,147.019577
1/12/22,147.297668
2/12/22,146.801102
5/12/22,145.62915
6/12/22,141.93454
7/12/22,139.977982
8/12/22,141.6763
9/12/22,141.189651
12/12/22,143.503738
13/12/22,144.477066
14/12/22,142.232498
15/12/22,135.568283
16/12/22,133.591873
19/12/22,131.466461
20/12/22,131.396973
21/12/22,134.525452
22/12/22,131.327438
23/12/22,130.959946
27/12/22,129.142441
28/12/22,125.179672
29/12/22,128.725311
30/12/22,129.043121
3/1/23,124.216301
4/1/23,125.497498
5/1/23,124.166649
6/1/23,128.735229
9/1/23,129.261597
10/1/23,129.837646
11/1/23,132.578842
12/1/23,132.499374
13/1/23,133.840149
17/1/23,135.012085
18/1/23,134.287094
19/1/23,134.34668
20/1/23,136.928925
23/1/23,140.146805
24/1/23,141.557129
25/1/23,140.891693
26/1/23,142.977371
27/1/23,144.933914
30/1/23,142.023911
31/1/23,143.305084
1/2/23,144.437317
2/2/23,149.790558
3/2/23,153.445419
6/2/23,150.694321
7/2/23,153.594391
8/2/23,150.883026
9/2/23,149.840195
10/2/23,150.208221
13/2/23,153.033157
14/2/23,152.386612
15/2/23,154.505295
16/2/23,152.893906
17/2/23,151.740067
21/2/23,147.691666
22/2/23,148.119385
23/2/23,148.606781
24/2/23,145.931061
27/2/23,147.134644
28/2/23,146.62735
1/3/23,144.538498
2/3/23,145.135315
3/3/23,150.228134
6/3/23,153.01326
7/3/23,150.79512
8/3/23,152.058365
9/3/23,149.790466
10/3/23,147.711548
13/3/23,149.671112
14/3/23,151.779846
15/3/23,152.177734
16/3/23,155.022537
17/3/23,154.177048
20/3/23,156.564301
21/3/23,158.434311
22/3/23,156.99202
23/3/23,158.086166
24/3/23,159.399185
27/3/23,157.439636
28/3/23,156.812958
29/3/23,159.916428
30/3/23,161.497986
31/3/23,164.024475
3/4/23,165.28775
4/4/23,164.750626
5/4/23,162.890533
6/4/23,163.785767
10/4/23,161.169724
11/4/23,159.946259
12/4/23,159.249985
13/4/23,164.680969
14/4/23,164.33284
17/4/23,164.352737
18/4/23,165.586166
19/4/23,166.740005
20/4/23,165.765198
21/4/23,164.14386
24/4/23,164.452209
25/4/23,162.900482
26/4/23,162.890533
27/4/23,167.515854
28/4/23,168.779114
1/5/23,168.68959
2/5/23,167.645142
3/5/23,166.560944
4/5/23,164.909744
5/5/23,172.648453
8/5/23,172.578827
9/5/23,170.858017
10/5/23,172.638504
11/5/23,172.827499
12/5/23,171.89119
15/5/23,171.393173
16/5/23,171.393173
17/5/23,172.010727
18/5/23,174.361435
19/5/23,174.471024
22/5/23,173.514786
23/5/23,170.885178
24/5/23,171.164063
25/5/23,172.30954
26/5/23,174.739944
30/5/23,176.602585
31/5/23,176.552795
1/6/23,179.381607
2/6/23,180.23822
5/6/23,178.873611
6/6/23,178.505081
7/6/23,177.120544
8/6/23,179.859726
9/6/23,180.248199
12/6/23,183.067062
13/6/23,182.588943
14/6/23,183.226425
15/6/23,185.278336
16/6/23,184.192612
20/6/23,184.282257
21/6/23,183.236404
22/6/23,186.26442
23/6/23,185.945679
26/6/23,184.541245
27/6/23,187.320251
28/6/23,188.505585
29/6/23,188.844238
30/6/23,193.207016
3/7/23,191.702972
5/7/23,190.577408
6/7/23,191.055511
7/7/23,189.929947
10/7/23,187.868103
11/7/23,187.340179
12/7/23,189.023544
13/7/23,189.790512
14/7/23,189.939926
17/7/23,193.226929
18/7/23,192.967957
19/7/23,194.332581
20/7/23,192.370331
21/7/23,191.185013
24/7/23,191.991806
25/7/23,192.858383
26/7/23,193.73494
27/7/23,192.459961
28/7/23,195.059708
31/7/23,195.677261
1/8/23,194.840561
2/8/23,191.822495
3/8/23,190.41803
4/8/23,181.274155
7/8/23,178.146484
8/8/23,179.092743
9/8/23,177.48909
10/8/23,177.269958
11/8/23,177.329803
14/8/23,178.995483
15/8/23,176.990677
16/8/23,176.112961
17/8/23,173.549622
18/8/23,174.038345
21/8/23,175.384842
22/8/23,176.77124
23/8/23,180.651184
24/8/23,175.923447
25/8/23,178.147675
28/8/23,179.723587
29/8/23,183.643417
30/8/23,187.164276
31/8/23,187.383713
1/9/23,188.969604
5/9/23,189.208969
6/9/23,182.436554
7/9/23,177.100403
8/9/23,177.718781
11/9/23,178.895737
12/9/23,175.843658
13/9/23,173.759064
14/9/23,175.285126
15/9/23,174.556976
18/9/23,177.509338
19/9/23,178.606491
20/9/23,175.035751
21/9/23,173.479797
22/9/23,174.337555
25/9/23,175.624222
26/9/23,171.514893
27/9/23,169.988831
28/9/23,170.248184
29/9/23,170.76683
2/10/23,173.300262
3/10/23,171.953751
4/10/23,173.210495
5/10/23,174.45726
6/10/23,177.030594
9/10/23,178.526703
10/10/23,177.928253
11/10/23,179.334595
12/10/23,180.242249
13/10/23,178.387054
16/10/23,178.257401
17/10/23,176.691452
18/10/23,175.384842
19/10/23,175.005844
20/10/23,172.43251
23/10/23,172.5522
24/10/23,172.991058
25/10/23,170.657135
26/10/23,166.458023
27/10/23,167.784576
30/10/23,169.849197
