Date,Adj Close
31/10/22,11.97438
1/11/22,12.001248
2/11/22,11.69674
3/11/22,11.875863
4/11/22,12.099767
7/11/22,12.269933
8/11/22,12.287845
9/11/22,11.920644
10/11/22,12.699829
11/11/22,12.986425
14/11/22,12.723982
15/11/22,12.941176
16/11/22,12.579185
17/11/22,12.588235
18/11/22,12.660633
21/11/22,12.624434
22/11/22,12.733031
23/11/22,12.696831
25/11/22,12.742081
28/11/22,12.425339
29/11/22,12.443439
30/11/22,12.579185
1/12/22,12.742081
2/12/22,12.542987
5/12/22,12.108597
6/12/22,12.018099
7/12/22,11.855204
8/12/22,11.873303
9/12/22,11.927602
12/12/22,12.180995
13/12/22,12.280543
14/12/22,12.199094
15/12/22,11.791855
16/12/22,10.968325
19/12/22,10.579185
20/12/22,10.380091
21/12/22,10.660633
22/12/22,10.235294
23/12/22,10.280542
27/12/22,10.135747
28/12/22,9.909502
29/12/22,10.443439
30/12/22,10.524888
3/1/23,10.570136
4/1/23,10.868778
5/1/23,11.085974
6/1/23,11.384616
9/1/23,11.484162
10/1/23,11.619909
11/1/23,11.9638
12/1/23,12.153847
13/1/23,11.511312
17/1/23,11.466063
18/1/23,11.230768
19/1/23,11.022625
20/1/23,11.221719
23/1/23,11.583711
24/1/23,11.529411
25/1/23,11.57466
26/1/23,11.692307
27/1/23,12.00905
30/1/23,11.665159
31/1/23,12.226245
1/2/23,12.479637
2/2/23,12.959275
3/2/23,11.97285
6/2/23,11.891403
7/2/23,12.171946
8/2/23,12.144796
9/2/23,12.208144
10/2/23,12.246625
13/2/23,12.592957
14/2/23,12.477512
15/2/23,12.439032
16/2/23,12.41979
17/2/23,12.40055
21/2/23,11.736751
22/2/23,11.74637
23/2/23,11.611687
24/2/23,11.428901
27/2/23,11.602067
28/2/23,11.611687
1/3/23,11.852194
2/3/23,12.073461
3/3/23,12.583335
6/3/23,12.487132
7/3/23,12.342828
8/3/23,12.487132
9/3/23,11.977257
10/3/23,11.640548
13/3/23,11.573206
14/3/23,11.477002
15/3/23,11.265356
16/3/23,11.371179
17/3/23,10.870924
20/3/23,10.755481
21/3/23,11.274978
22/3/23,11.044089
23/3/23,10.986367
24/3/23,11.072951
27/3/23,11.082571
28/3/23,11.159534
29/3/23,11.592446
30/3/23,11.823333
31/3/23,12.121562
3/4/23,12.198524
4/4/23,12.237005
5/4/23,11.958017
6/4/23,11.861814
10/4/23,12.237005
11/4/23,12.38131
12/4/23,12.188904
13/4/23,11.986877
14/4/23,12.0446
17/4/23,12.198524
18/4/23,12.246625
19/4/23,11.755991
20/4/23,11.419281
21/4/23,11.36156
24/4/23,11.698269
25/4/23,11.464499
26/4/23,11.240469
27/4/23,11.308651
28/4/23,11.571644
1/5/23,11.746971
2/5/23,11.49372
3/5/23,11.483979
4/5/23,11.25995
5/5/23,11.678788
8/5/23,11.70801
9/5/23,11.552163
10/5/23,11.581385
11/5/23,11.561903
12/5/23,11.367094
15/5/23,11.337873
16/5/23,10.957995
17/5/23,11.201507
18/5/23,11.337873
19/5/23,11.347613
22/5/23,11.328132
23/5/23,11.425536
24/5/23,11.035919
25/5/23,11.084621
26/5/23,11.776194
30/5/23,12.263215
31/5/23,11.688529
1/6/23,11.795673
2/6/23,12.068406
5/6/23,12.263215
6/6/23,12.59439
7/6/23,13.237259
8/6/23,13.227519
9/6/23,13.383366
12/6/23,13.422326
13/6/23,13.763244
14/6/23,13.831426
15/6/23,14.074936
16/6/23,14.045715
20/6/23,13.850906
21/6/23,13.656098
22/6/23,13.821685
23/6/23,13.656098
26/6/23,13.743761
27/6/23,14.035975
28/6/23,14.406112
29/6/23,14.561959
30/6/23,14.737287
3/7/23,14.844431
5/7/23,14.951576
6/7/23,14.59118
7/7/23,14.59118
10/7/23,14.678843
11/7/23,14.83469
12/7/23,14.824951
13/7/23,14.795729
14/7/23,14.59118
17/7/23,13.724281
18/7/23,13.802204
19/7/23,13.734021
20/7/23,13.665838
21/7/23,13.568435
24/7/23,13.74567
25/7/23,13.371504
26/7/23,13.460123
27/7/23,13.519201
28/7/23,13.056417
31/7/23,13.007185
1/8/23,13.213961
2/8/23,12.839795
3/8/23,12.898874
4/8/23,12.692099
7/8/23,12.74133
8/8/23,12.682252
9/8/23,12.534554
10/8/23,11.973306
11/8/23,11.953613
14/8/23,12.012691
15/8/23,11.796069
16/8/23,11.62868
17/8/23,11.648373
18/8/23,11.776377
21/8/23,11.786223
22/8/23,11.687758
23/8/23,11.776377
24/8/23,11.5696
25/8/23,11.727144
28/8/23,11.717298
29/8/23,11.864995
30/8/23,11.845302
31/8/23,11.943767
1/9/23,11.953613
5/9/23,11.904381
6/9/23,11.884687
7/9/23,11.776377
8/9/23,12.111156
11/9/23,12.032385
12/9/23,12.258853
13/9/23,12.445936
14/9/23,12.426243
15/9/23,12.416396
18/9/23,12.150542
19/9/23,12.367165
20/9/23,12.170235
21/9/23,12.012691
22/9/23,12.239161
25/9/23,12.386857
26/9/23,12.239161
27/9/23,12.199775
28/9/23,12.367165
29/9/23,12.229314
2/10/23,12.121003
3/10/23,11.884687
4/10/23,11.805916
5/10/23,11.717298
6/10/23,11.815763
9/10/23,11.884687
10/10/23,12.012691
11/10/23,12.061924
12/10/23,11.815763
13/10/23,11.62868
16/10/23,11.746838
17/10/23,11.855148
18/10/23,11.5696
19/10/23,11.352978
20/10/23,11.461289
23/10/23,11.303745
24/10/23,11.215128
25/10/23,11.362824
26/10/23,11.175742
27/10/23,9.807083
30/10/23,9.62
