Date,Adj Close
31/10/22,34.748581
1/11/22,34.902847
2/11/22,34.796783
3/11/22,34.603954
4/11/22,35.471703
7/11/22,35.683819
8/11/22,35.780239
9/11/22,35.21138
10/11/22,36.763687
11/11/22,37.033653
14/11/22,36.406944
15/11/22,36.349098
16/11/22,36.021278
17/11/22,35.838085
18/11/22,35.857372
21/11/22,35.973068
22/11/22,36.146622
23/11/22,36.262325
25/11/22,36.349098
28/11/22,35.539196
29/11/22,35.674183
30/11/22,36.493721
1/12/22,35.446327
2/12/22,34.990524
5/12/22,33.429142
6/12/22,32.003529
7/12/22,31.751375
8/12/22,31.460436
9/12/22,31.402252
12/12/22,31.74168
13/12/22,31.76108
14/12/22,31.305271
15/12/22,30.810671
16/12/22,30.742785
19/12/22,31.091911
20/12/22,31.217987
21/12/22,31.693193
22/12/22,31.411949
23/12/22,31.489534
27/12/22,31.547716
28/12/22,31.780476
29/12/22,32.139297
30/12/22,32.119904
3/1/23,32.498131
4/1/23,33.109104
5/1/23,33.041222
6/1/23,33.370953
9/1/23,32.866653
10/1/23,33.089706
11/1/23,33.341858
12/1/23,33.429142
13/1/23,34.166191
17/1/23,33.477634
18/1/23,32.70179
19/1/23,32.226585
20/1/23,32.827858
23/1/23,33.283665
24/1/23,33.526119
25/1/23,33.817062
26/1/23,34.272869
27/1/23,34.379551
30/1/23,34.234077
31/1/23,34.408638
1/2/23,34.835354
2/2/23,35.039013
3/2/23,35.329956
6/2/23,35.271767
7/2/23,35.659691
8/2/23,35.397842
9/2/23,34.641392
10/2/23,34.505623
13/2/23,34.573513
14/2/23,34.544411
15/2/23,34.486229
16/2/23,34.21468
17/2/23,34.282562
21/2/23,33.477634
22/2/23,33.254574
23/2/23,33.225483
24/2/23,33.176991
27/2/23,33.176991
28/2/23,33.264271
1/3/23,33.109104
2/3/23,32.689384
3/3/23,33.343365
6/3/23,33.27504
7/3/23,32.211098
8/3/23,31.781618
9/3/23,29.809908
10/3/23,29.54636
13/3/23,27.828438
14/3/23,28.07246
15/3/23,27.808914
16/3/23,28.277439
17/3/23,27.15493
20/3/23,27.086605
21/3/23,27.906523
22/3/23,26.979233
23/3/23,26.325251
24/3/23,26.491186
27/3/23,27.808914
28/3/23,27.44776
29/3/23,27.984612
30/3/23,27.623455
31/3/23,27.916285
3/4/23,27.906523
4/4/23,27.311108
5/4/23,26.979233
6/4/23,27.174454
10/4/23,27.272062
11/4/23,28.023653
12/4/23,27.799152
13/4/23,27.877239
14/4/23,28.814291
17/4/23,29.643972
18/4/23,29.829428
19/4/23,29.341381
20/4/23,29.185205
21/4/23,29.155924
24/4/23,29.048553
25/4/23,28.150547
26/4/23,27.760109
27/4/23,28.199352
28/4/23,28.580029
1/5/23,28.345766
2/5/23,27.486805
3/5/23,27.193975
4/5/23,26.344774
5/5/23,27.047558
8/5/23,27.02804
9/5/23,26.998756
10/5/23,26.666883
11/5/23,26.73521
12/5/23,26.442383
15/5/23,26.988993
16/5/23,26.705929
17/5/23,27.887003
18/5/23,27.789391
19/5/23,27.437998
22/5/23,27.6625
23/5/23,27.896763
24/5/23,27.42824
25/5/23,27.496563
26/5/23,27.633217
30/5/23,27.584412
31/5/23,27.12565
1/6/23,27.332264
2/6/23,28.247272
5/6/23,28.080015
6/6/23,28.758892
7/6/23,29.004864
8/6/23,28.758892
9/6/23,28.79825
12/6/23,28.660505
13/6/23,28.926153
14/6/23,28.650667
15/6/23,28.896639
16/6/23,28.71954
20/6/23,28.404696
21/6/23,28.109531
22/6/23,27.509361
23/6/23,27.302748
26/6/23,27.637268
27/6/23,27.784849
28/6/23,27.61759
29/6/23,28.19808
30/6/23,28.227596
3/7/23,28.729378
5/7/23,28.611311
6/7/23,27.824205
7/7/23,28.070175
10/7/23,28.19808
11/7/23,28.552279
12/7/23,28.886799
13/7/23,29.191803
14/7/23,28.640827
17/7/23,28.926153
18/7/23,30.205202
19/7/23,31.021824
20/7/23,31.179245
21/7/23,31.464571
24/7/23,32.123772
25/7/23,31.631832
26/7/23,31.88764
27/7/23,31.435057
28/7/23,31.38586
31/7/23,31.484249
1/8/23,31.110374
2/8/23,30.687305
3/8/23,30.903757
4/8/23,30.79553
7/8/23,31.366182
8/8/23,30.766014
9/8/23,30.362623
10/8/23,30.441334
11/8/23,30.785692
14/8/23,30.431494
15/8/23,29.457451
16/8/23,28.817926
17/8/23,28.808088
18/8/23,28.640827
21/8/23,28.680183
22/8/23,27.981627
23/8/23,27.991467
24/8/23,28.158726
25/8/23,28.040659
28/8/23,28.296469
29/8/23,28.69986
30/8/23,28.571957
31/8/23,28.442986
1/9/23,28.75053
5/9/23,28.423143
6/9/23,28.165203
7/9/23,27.907261
8/9/23,28.135441
11/9/23,28.25449
12/9/23,28.74061
13/9/23,28.651321
14/9/23,28.96879
15/9/23,28.611639
18/9/23,28.532274
19/9/23,28.423143
20/9/23,28.323935
21/9/23,27.827894
22/9/23,27.421141
25/9/23,27.381458
26/9/23,26.954863
27/9/23,27.054071
28/9/23,27.341774
29/9/23,27.1632
2/10/23,26.488585
3/10/23,25.70484
4/10/23,25.734604
5/10/23,25.853651
6/10/23,25.863573
9/10/23,26.101673
10/10/23,26.796131
11/10/23,26.806051
12/10/23,26.687
13/10/23,26.548109
16/10/23,26.776289
17/10/23,27.4013
18/10/23,27.093754
19/10/23,26.746525
20/10/23,26.101673
23/10/23,25.367533
24/10/23,25.268324
25/10/23,25.347691
26/10/23,25.913177
27/10/23,24.970699
30/10/23,25.486582
