Date,USDT-USD,TRX-USD,ETH-USD,XMR-USD,BTC-USD,EOS-USD,XLE,XLF,XLP,XLC,XRP-USD,ADA-USD,XLB,XLU,XLV,XLM-USD,IOT-USD,XLY,XLK,LINK-USD,XLI,DASH-USD,BCH-USD,XLRE,LTC-USD,BNB-USD
2019-01-18,1.0172510147094729,0.0248009990900754,121.01026153564452,45.125831604003906,3657.83935546875,2.4696829319000244,48.37405014038086,23.191173553466797,45.065792083740234,42.70298385620117,0.3242770135402679,0.0443160012364387,47.59602737426758,44.29889678955078,81.6856460571289,0.1068210005760192,,101.16080474853516,61.74070358276367,0.5007320046424866,63.61696243286133,71.60670471191406,128.45748901367188,27.04209899902344,31.311487197875977,6.563039779663086
2019-01-19,1.01678204536438,0.0245680008083581,124.5190200805664,46.2195930480957,3728.568359375,2.4868850708007812,,,,,0.3310010135173797,0.0457499995827674,,,,0.1083040013909339,,,,0.4914700090885162,,73.96575164794922,130.2041015625,,32.550724029541016,6.635448932647705
2019-01-20,1.0171459913253784,0.0238700006157159,119.4748306274414,44.11306381225586,3601.013671875,2.367347002029419,,,,,0.3211770057678222,0.0434769988059997,,,,0.1047020033001899,,,,0.4901230037212372,,69.89083862304688,123.88646697998048,,31.17640686035156,6.493868827819824
2019-01-21,1.013375997543335,0.0256099998950958,117.15785217285156,44.57730484008789,3576.032470703125,2.353149890899658,,,,,0.3207899928092956,0.0429369993507862,,,,0.1033800020813942,,,,0.5034120082855225,,69.90728759765625,122.82960510253906,,31.21286964416504,6.553024768829346
2019-01-22,1.0090359449386597,0.026384999975562,118.74755096435548,45.920597076416016,3604.5771484375,2.4478759765625,47.320796966552734,22.92357635498047,44.65336608886719,41.81986999511719,0.3194909989833832,0.0435779988765716,46.93780899047851,44.38225555419922,81.12338256835938,0.104102998971939,,99.64542388916016,60.701446533203125,0.5403349995613098,62.302730560302734,71.71509552001953,128.4401092529297,26.992408752441406,31.684425354003903,6.523199081420898
2019-01-23,1.0082969665527344,0.0265570003539323,117.45260620117188,44.88050079345703,3585.123046875,2.440099000930786,46.83584976196289,22.950336456298828,45.18608856201172,41.62994766235352,0.3164919912815094,0.0428999997675418,46.61760711669922,44.8324089050293,81.21408081054688,0.1025760024785995,,99.84432983398438,60.9093017578125,0.5099760293960571,62.39336013793945,71.07149505615234,132.32009887695312,27.00897216796875,32.001956939697266,6.5414018630981445
2019-01-24,1.0085400342941284,0.0269089993089437,117.36288452148438,45.78304672241211,3600.865478515625,2.4532558917999268,47.085906982421875,23.00385284423828,44.627593994140625,41.81986999511719,0.3175979852676391,0.0430269986391067,46.36854934692383,45.06583023071289,80.53398895263672,0.1022100001573562,,100.26103973388672,61.41948318481445,0.5042420029640198,62.71059036254883,73.06121063232422,129.3973388671875,27.11661720275879,32.77610778808594,6.505792140960693
2019-01-25,1.0105220079421997,0.0267670005559921,116.37834167480467,46.88933563232422,3599.765869140625,2.4546499252319336,47.68450927734375,23.191173553466797,44.4471549987793,42.35164260864258,0.3171649873256683,0.0426909998059272,47.24913787841797,44.448944091796875,80.63373565673828,0.1017410010099411,,101.36915588378906,62.28866195678711,0.4795489907264709,63.508201599121094,73.82723999023438,128.37045288085938,27.431249618530273,32.9818115234375,6.737325191497803
2019-01-26,1.0092639923095703,0.0286589991301298,116.48873901367188,45.73064041137695,3602.46044921875,2.4358971118927,,,,,0.3142350018024444,0.0426490008831024,,,,0.1000140011310577,,,,0.4721490144729614,,74.15569305419922,127.1396713256836,,33.1505241394043,7.006565093994141
2019-01-27,1.0087169408798218,0.0292819999158382,113.40528869628906,46.575416564941406,3583.9658203125,2.376461982727051,,,,,0.3094390034675598,0.0411680005490779,,,,0.0963160023093223,,,,0.4337489902973175,,71.39990234375,122.90110778808594,,32.59283447265625,7.088199138641357
2019-01-28,1.008829951286316,0.0268879998475313,106.58997344970705,43.5892333984375,3470.450439453125,2.250317096710205,47.207130432128906,23.11980628967285,44.63618850708008,41.981292724609375,0.2948629856109619,0.0387720018625259,47.17797088623047,44.24054336547851,79.71784210205078,0.0879039987921714,,100.78195190429688,61.4572639465332,0.4134899973869324,62.90092849731445,68.13201904296875,112.49606323242188,27.704479217529297,31.19925880432129,6.20618200302124
2019-01-29,1.0094380378723145,0.0273410007357597,105.59821319580078,43.710105895996094,3448.116943359375,2.276210069656372,47.35110855102539,23.039531707763672,44.739295959472656,41.487510681152344,0.2895579934120178,0.0382510013878345,47.667198181152344,44.36558151245117,80.1077880859375,0.0839229971170425,,100.12847900390624,60.79593276977539,0.4552350044250488,63.77101135253906,68.24979400634766,111.0904541015625,27.919767379760746,31.097110748291016,6.181670188903809
2019-01-30,1.0071879625320437,0.0272899996489286,108.90753936767578,44.26460647583008,3486.181640625,2.3380110263824463,48.017913818359375,23.173330307006836,45.040008544921875,42.08575439453125,0.3204610049724579,0.0396559983491897,48.174190521240234,44.70737075805664,81.20503234863281,0.0856340005993843,,102.09844970703124,62.68546295166016,0.4269289970397949,64.76801300048828,69.29988098144531,118.38124084472656,28.151599884033203,31.930953979492188,6.174529075622559
2019-01-31,1.0064899921417236,0.0254299994558095,107.0610122680664,43.66409683227539,3457.792724609375,2.3206100463867188,48.328590393066406,23.137651443481445,45.87345504760742,43.804500579833984,0.3100360035896301,0.0383739992976188,47.45370864868164,45.64936828613281,82.22064971923828,0.0826309993863105,,103.02660369873048,62.61933517456055,0.387690007686615,65.04898071289062,68.26009368896484,114.81018829345705,28.42483901977539,31.652175903320312,6.268435955047607
